c_id,a_date,note,u_id,comment
244,10/11/2022,3,847,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
82,3/3/2023,3,278,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
112,10/10/2022,2,462,ac enim in tempor turpis nec euismod
254,27/8/2022,4,472,diam erat fermentum justo nec condimentum neque sapien
136,29/1/2023,5,190,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis
84,4/3/2023,3,632,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede
352,12/1/2023,5,502,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
286,4/7/2022,3,233,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
479,2/9/2022,2,524,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
196,31/8/2022,4,532,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula
65,23/5/2022,2,843,vivamus in felis eu sapien
316,27/5/2022,2,254,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
438,19/3/2023,1,752,sapien arcu sed augue aliquam erat volutpat
268,16/10/2022,2,537,vestibulum sed magna at nunc commodo placerat praesent blandit
412,8/7/2022,1,571,lacus morbi quis tortor id nulla ultrices aliquet
285,12/10/2022,1,88,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo
249,21/12/2022,3,129,et magnis dis
123,28/1/2023,1,439,lectus in quam fringilla rhoncus mauris enim
338,12/9/2022,5,597,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper
458,16/5/2023,3,588,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
409,5/7/2022,1,663,elementum in hac habitasse
114,21/8/2022,3,669,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
266,1/9/2022,5,24,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
468,31/3/2023,3,873,magnis dis parturient montes nascetur ridiculus mus vivamus
345,7/11/2022,4,260,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales
264,17/12/2022,4,255,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl
349,22/1/2023,2,207,aliquam convallis nunc proin at turpis
399,11/3/2023,4,714,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod
411,20/12/2022,2,356,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
78,2/3/2023,2,475,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi
289,17/10/2022,3,859,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
450,22/11/2022,3,782,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae
361,29/12/2022,1,976,elementum nullam varius nulla facilisi
156,1/10/2022,2,115,vel nulla eget eros elementum pellentesque quisque porta
271,18/5/2023,3,506,vestibulum quam sapien varius ut blandit non interdum
450,5/4/2023,2,928,primis in faucibus
91,1/1/2023,1,411,ac neque duis bibendum
188,16/11/2022,5,226,interdum mauris non ligula pellentesque ultrices phasellus id
219,26/8/2022,1,408,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
22,24/11/2022,4,400,mauris laoreet ut rhoncus aliquet pulvinar sed
339,13/3/2023,4,182,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
443,27/1/2023,5,513,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at
77,28/1/2023,1,983,pellentesque quisque porta volutpat erat
185,8/9/2022,1,138,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
50,13/12/2022,3,230,velit nec nisi vulputate nonummy maecenas tincidunt
261,21/12/2022,1,500,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
207,27/10/2022,2,621,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
483,25/2/2023,5,322,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet
95,25/5/2022,5,464,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer
401,18/7/2022,5,216,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
27,28/6/2022,2,657,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
